File;Chapter;Paragraph;LLM response
22865-j00;5.15.3	Service Flows;UAM vehicle B keeps gathering the movement information of vehicle A even after it moves out of Ter-OP network coverage. Since the information exchange between UAM vehicles should be performed in real time (with very low latency), the vehicles communicate with each other via satellite directly without going through the ground network.;POSSIBLE
22876-j00;5.1.3	Service Flows;The E2E service latency (including image recognition latency and intermediate data transmission latency) is 1 second. ;POSSIBLE
22876-j00;5.1.3	Service Flows;Then UE-A established the sidelink (direct device connection) to UE-B. During the sidelink establishment, the UE-B also gets the information of the total service latency (including the image recognition latency and intermediate data transmission latency) and the processing time consumed by UE-A for computing layer 1-4.;POSSIBLE
22876-j00;5.1.3	Service Flows;	Since the UE-B has acquired the E2E service latency and the processing time consumed by UE-A, and also it knows its own processing time for computing layer 5-15, the UE-B can determine the QoS parameters applied to both Uu and Sidelink while keeping the E2E service latency same as the E2E service latency described in step-1. ;POSSIBLE
22876-j00;5.1.3	Service Flows;UE-A continues to perform image recognition by leveraging sidelink and UE-B’s computation capacity while the source and destination IP address and the E2E service latency for the image recognition service is unchanged.;POSSIBLE
22876-j00;5.1.6.1	Potential Functionality Requirements;[P.R.5.1.6-001] The 5G system shall be able to support the means to modify the communication QoS ensuring the end-to-end latency can be satisfied when a relay UE is involved for a proximity-based work task offloading.;POSSIBLE
22876-j00;5.2.1	Description;The robot control is not executed on a distant server in the cloud because reliability and confidentiality were not ensured at a sufficient level. Furthermore, as stated in [14], the overall end-to-end latency is not always guaranteed which can cause production loss. Communications between robots can rely on private wireless networks in the factory that enable expected QoS (reliability, throughput, and latency) as well as confidentiality.;POSSIBLE
22876-j00;5.2.1	Description;The autonomous robot’s skills rely on several AI/ML models running on the robot itself which has the inconvenience that the mobile robot’s battery drain quicker. To overcome this issue, when the battery level reaches a certain value, a part of the AI/ML model can be transferred to a service hosting environment and / or to another robot by splitting the AI/ML model as defined in [20]. The split model approach of [20] is applicable to a UE-to-UE (or robot-to-robot) architecture. Thus, the AI/ML model M is split and shared between (e.g.) 2 robots, say an assisted robot and an assistant robot. Intermediate data generated by the assisted robot are transferred to the assisting robot which finalizes the inference and transmits the results back to the assisted robot. This intermediate data transfer must be extremely efficient in terms of latency and throughput. When many models are at stake, the split model method is an additional challenge for the 5GS in terms of throughput, latency and synchronization.;POSSIBLE
22876-j00;5.2.1	Description;Brobot negotiates with Crobot and the service hosting environment what parts of M1 and M2 respectively for the inference process they are in charge of, knowing that the quality of the prediction must not be under a certain level and that the end-to-end latency must not be above a certain value. M1 model is split between Brobot and the service hosting environment. M2 model is split between Brobot and Crobot.;POSSIBLE
22876-j00;5.2.1	Description;In 3GPP TS 22.261 [16] Table 7.6.1-1, the max. end-to-end latency is 10 ms, the maximum data rate is [1] Gbits/s and reliability is 99.99% for Gaming or Interactive Data Exchanging.;POSSIBLE
22876-j00;5.2.6.1	Potential Functionality Requirements;[P.R.5.2.6-002] Subject to user consent and operator policy, the 5G system shall be able to provide means to predict and expose network condition changes (i.e. bitrate, latency, reliability) and receive user preferences on usage of the direct device connection or the direct network connection in order to meet the user experienced data rate and latency.;POSSIBLE
22876-j00;5.2.6.1	Potential Functionality Requirements;[P.R.5.2.6-004] Subject to user consent and operator policy, the 5G system shall be able to maintain the QoS (latency, reliability, data rate as defined in the Table 5.2.6.2-1 below) of the communication path of the direct device connection.;POSSIBLE
22876-j00;6.1.5	Existing features partly or fully covering the use case functionality;Based on operator policy, the 5G system shall be able to provide an indication about a planned change of bitrate, latency, or reliability for a QoS flow to an authorized 3rd party so that the 3rd party AI/ML application is able to adjust the application layer behaviour if time allows. The indication shall provide the anticipated time and location of the change, as well as the target QoS parameters.;POSSIBLE
22876-j00;6.1.6.1	Potential Functionality Requirements;[P.R.6.1-001] Subject to user consent, operator policies and regional or national regulatory requirements, the 5G system shall be able to support means to monitor a direct device connection and expose corresponding monitoring information (e.g. experienced data rate, latency) to an authorized 3rd party.;POSSIBLE
22876-j00;7.1.5	Existing features partly or fully covering the use case functionality;Based on operator policy, the 5G system shall be able to provide an indication about a planned change of bitrate, latency, or reliability for a QoS flow to an authorized 3rd party so that the 3rd party AI/ML application is able to adjust the application layer behaviour if time allows. The indication shall provide the anticipated time and location of the change, as well as the target QoS parameters.;POSSIBLE
22876-j00;7.1.5	Existing features partly or fully covering the use case functionality;Based on operator policy, 5G system shall be able to provide means to predict and expose predicted network condition changes (i.e. bitrate, latency, reliability) per UE, to an authorized third party.;POSSIBLE
22882-j00;5.1.1	Description;There is an important type of traffic where energy efficiency policy, for example a maximum amount of energy to be utilized could be applied without conflict with this guidance. Best effort traffic is a type of traffic that is provided as a service to customers everything else being equal. Of course, security, privacy and complexity principles will not be sacrificed, but there is no conflict between a service policy that constrains performance (e.g. latency, throughput, even availability) on the basis of energy consumption and a best effort service, since there are no guarantees in the case of best effort traffic. We can say that best effort traffic is not associated with QoS policy service performance level criteria.;POSSIBLE
22882-j00;5.1.1	Description;A large-scale logistics company L has deployed a large number of communicating components. These are integrated into vehicles, palettes, facilities, etc. Essentially, IoT terminals enable remote tracking and monitoring functions. The information gathered is relevant, but not constrained with respect to latency. In fact, eventual delivery (e.g. after hours or even a full day) of communication is entirely acceptable for L. The MNO M offers a 'green service' which limits the rate of energy utilized for communication over a particular time interval (e.g. per day) and this service is appropriate for L, whose overall corporate goals are also served by 'green service,' as they strive to operate with energy efficiency.;POSSIBLE
22882-j00;5.1.3	Service flows;"4.	The policy indicates that latency can be traded off with energy consumption for service to L; the communication service is delay tolerant in this condition. As the energy consumption rate has exceeded the maximum, the latency is increased to enforce this policy. In effect, L's fleet receives very limited service, with high latency, even for a limited period of time, no service at all.";POSSIBLE
22882-j00;5.2.1	Description;Industrial campuses are very typical scenarios of edge computing and local traffic offload. Dedicated network facilities are usually deployed near the campus for lower latency and local data protection. This brings a problem that these network facilities are used only for the campus, so while the manufacturing load is light or during vacation, these network facilities will be in very light load or even no load. Under this scenario, the energy consumption of these network facilities will be unnecessary.;POSSIBLE
22882-j00;5.2.2	Pre-conditions;Factory F, a smart manufacturing factory locates in a remote area outside the city. Factory F requires low latency in AGV transporting services and local data processing using computing vision to support image comparison for fault detection in circuit boards. Factory F has an agreement with Operator T on the communication service with certain SLA. As the manufacturing activity is not consistent, Operator T provides a replaceable SLA which can be used during off-peak time. This replaceable SLA can reduce energy consumption by changing the energy state of network functions used locally (e.g. to “energy saving” state), and the action can be activated either by pre-configured policy or by notification from Factory F.;POSSIBLE
22882-j00;5.14.1	Description;Up until now usually a system is designed to finish compute tasks as soon as possible (high throughput) and indicate results to the requester as soon as possible (low latency). However, some compute tasks have flexibility in both when and where they are executed, i.e., such type of workload could be executed in any computing node and tolerate some delays if the workload gets completed within certain given deadline. For example, some of AI/ML training, simulation, and video processing tasks might not require a quick response, which would allow flexibility to delay the execution of the related workloads in a computing node until, e.g., the utilized energy is deemed satisfactory in terms of GHG emissions. Such flexibility further allows to route workloads to a computing node using the (most) sustainable energy sources at that moment. As part of service, 3GPP system is able to execute compute tasks in a sustainable way by leveraging such flexibility.;POSSIBLE
22882-j00;5.15.2	Pre-conditions;Eva loves our planet, so she subscribes the optional green communication service. Therefore, the operator can determine to use a higher latency but greener network function entities (e.g., located in a faraway but powered by 80%+ renewable energy large scale computing/communication center) to provide services to Eva. ;POSSIBLE
22989-j30;4	Overview;FRMCS will adapt 3GPP transport to provide communication to railway users. It eventually will resemble GSM-R and will additionally provide communication capabilities beyond what GSM-R has been able to. It will provide higher data rates, lower data latencies, multimedia communication, and improved communication reliability. FRMCS considers end-to-end use cases and also provides requirements that might or might not be in scope of 3GPP existing specifications. To facilitate smooth migration from legacy communication systems (e.g. GSM) to FRMCS, interworking requirements between legacy communication systems and FRMCS are provided.;POSSIBLE
22989-j30;6.18.1	Introduction;Due to its safety relevance, train integrity information exchange requires a very high reliable communication as well as very low packet data latency.;POSSIBLE
22989-j30;6.23.2	Description;Due to its safety relevance, the radio communication requires very high reliability as well as very low latency. In order to achieve high reliability and low latency, Virtual Coupling system may use combined On-and Off-network communication mode depending on the proximity.;POSSIBLE
22989-j30;6.23.3.3	Service flows;The FRMCS System establishes a data bearer services for Virtual Coupling data communication which matches to the application category of VERY CRITICAL DATA, the latency attributes of ULTRA-LOW and the reliability attributes of ULTRA-HIGH (see 12.10).;POSSIBLE
22989-j30;12.10.2.3	Service flows;The range of latency and reliability requirements have a certain dependency on the speed of the trains. In general, the requirement is that the service attributes can be guaranteed up to 500kmh-1. Certain combinations of latency and reliability apply only to Low Speed (≤ 40kmh-1). ;POSSIBLE
22989-j30;12.10.2.3	Service flows;The applications are considered as real-time when the FRMCS functional requirement for the latency is specified as “Low” and “Ultra Low”, according to table 12.10 1.;POSSIBLE
22989-j30;12.10.2.3	Service flows;Talker assignment time comprises the timeframe between talker request and the permission to talk applicable to group communication. This timeframe shall be lower than 300ms. Talker assignment time assumes that a group communication has been set up.;POSSIBLE
22989-j30;12.11.3	Service flows;Within 300ms, the train driver is connected to the railway emergency call. ;POSSIBLE
22989-j30;12.20.2	Description;In the case of vehicle/train composition, FRMCS Users can take full advantage of the transport facilities of the 3GPP system while ensuring priority, latency and reliability for each communication. FRMCS User and the associated communication applications need to be decoupled from the FRMCS Equipment.;POSSIBLE
