File;Chapter;Paragraph;LLM response;Requirement
22281;4.1	Description of the MCVideo service;MCVideo defines a service for Mission Critical video communication using 3GPP transport networks. Mission Critical refers to meeting the needs of agencies providing Public Safety services such as, but not limited to, Police, Fire and Ambulance services. Those needs include high reachability, availability and reliability of the service, low latency, real-time operating capabilities, highly secured operations, inter-operability with other services and systems, private and group communications, handling of emergencies and ability to provide prioritization, pre-emption, queuing and QoS. Although the service is designed for transport over commercial and dedicated 3GPP networks it is not expected to be limited to use over 3GPP networks. However, performance over other transport networks has not been considered when producing this document.;POSSIBLE;The system shall provide a maximum latency of less than or equal to the time specified in the relevant 3GPP standard for Mission Critical video communication services over 3GPP transport networks.
22281;5.1.1.1	Operational recommendations and requirements for video codecs for the MCVideo service;[R-5.1.1.1-003] The video codecs for the MCVideo service should be able to work effectively in an environment that allows for the transfer of stored or just acquired video information or both, including the capability of rapidly trading image resolution and chromaticity for transfer latency and bandwidth. ;POSSIBLE;The system shall support video codecs capable of adapting to varying latency and bandwidth conditions by dynamically adjusting image resolution and chromaticity in real-time, ensuring effective transfer of stored or live video content over MCVideo service.
22281;5.1.1.3.1	Description;Although MCVideo requires low latency video streams not all video streams need to comply with the same low latency. There are some situations where the latency is less important but it is very important to capture what is visible in front of the camera at the precise time. These different requirements do not necessarily relate to the level of situational Emergency and so there is a difference in a MCVideo service between Emergency and urgency.;POSSIBLE;The system shall provide two distinct latency modes for MCVideo services: one for low-latency video streams where timely capture of real-time events is critical, and another for situations where latency is less important but accurate synchronization with the camera's field of view is still required.
22281;5.1.5.2	Requirements;-	When the MCVideo UE is in an aerial unmanned vehicle, during take-off and landing, the video control latency shall remain under 100 ms.;POSSIBLE;The system shall ensure that when the MCVideo UE is operating on an aerial unmanned vehicle during take-off and landing phases, the end-to-end video control latency does not exceed 100 ms.
22281;5.1.5.2	Requirements;-	When the MCVideo UE is in an aerial unmanned vehicle, while flying, the video control latency shall remain under 300 ms.;POSSIBLE;The system shall ensure that when the MCVideo User Equipment (UE) is installed on an aerial unmanned vehicle and is in flight mode, the end-to-end video control latency does not exceed 300 milliseconds.
22281;5.1.5.2	Requirements;-	When the MCVideo UE is in an aquatic or submarine unmanned vehicle, the video control latency shall remain under 500 ms.;POSSIBLE;The system shall ensure that when the MCVideo UE is operating on an aquatic or submarine unmanned vehicle, the end-to-end video control latency does not exceed 500 milliseconds.
22281;5.1.5.2	Requirements;-	When the MCVideo UE is in a terrestrial unmanned vehicle moving at less than 120km/h, the video control latency shall remain under 400 ms.;POSSIBLE;The system shall ensure that when the MCVideo UE is operating in a terrestrial unmanned vehicle with a velocity of less than 120 km/h, the video control latency does not exceed 400 ms.
22281;5.1.5.2	Requirements;[R-5.1.5.2-006] The MCVideo service shall provide a latency of the video transmission less than 500 ms when the video is used by the pilot.;POSSIBLE;The system shall provide a maximum end-to-end latency of less than 500 ms for MCVideo transmissions intended for use by pilots.
22282;6.1.2.1.2	Requirements;NOTE: 	At this stage of the work, the latency is an end to end latency. The split between network latency and robot latency is left for stage 2. The latency is measured between the action of the pilot and the movement of the robot (not only MCData Service).;POSSIBLE;The system shall provide an end-to-end latency from the action of the pilot to the movement of the robot, as specified in 3GPP standards.
22289;4.4.2	Requirements;[R4.4.2-1] High priority communication services, especially their end-to-end latency and availability, shall not be affected by communication services of lower priority running in parallel.;POSSIBLE;The system shall ensure that high-priority communication services maintain their specified end-to-end latency and availability even when lower-priority communication services are running concurrently.
22289;5.2.2	Scenarios and KPIs for main line;End-to-end latency and reliability of the communication scenarios listed in Table 5.2.2-1 shall be applied separately from the individually used priority of the communication.;POSSIBLE;The system shall apply end-to-end latency requirements and reliability measures for each communication scenario listed in Table 5.2.2-1, independent of the priority level assigned to the individual communication.
22289;6.2.1	Overview;Low latency and high reliability, high communication service availability, and dependability of communication are important service and performance requirements for mass transit train control (MTTC) such as communication based train control (CBTC). They are necessary to provide high grades of automation such as necessary for e.g. driverless trains. Furthermore, trains will simultaneously exchange control information and status information with the responsible traffic management system on the ground. ;POSSIBLE;The system shall ensure end-to-end latency of less than or equal to 20 ms for communication-based train control (CBTC) services to support high grades of automation such as driverless trains.
22289;6.2.2.2	Scenarios and KPIs for rail-bound mass transit;"A communication service is considered unavailable in case an expected message is not received within a specified time, which, at minimum, is the sum of maximum end-to-end latency and survival time. The end point in ""end-to-end latency"" is assumed to be the communication service interface between the application and the 5G system (cf. TS 22.104 [7] Annex C). ";POSSIBLE;The system shall consider a communication service as unavailable if an expected message is not received within a time period equal to or greater than the sum of maximum end-to-end latency and survival time, measured from the communication service interface between the application and the 5G system.
22468;5.1.2	Performance;The system should provide a mechanism to support a Group Communication end-to-end setup time less than or equal to 300ms. It is assumed that this value is for an uncontended network, where there is no presence checking and no acknowledgements requested from Receiver Group Member(s). The end-to-end setup time is defined as the time between when a Group Member initiates a Group Communication request on a UE and the point when this Group Member can start sending start sending a voice or data communication.;POSSIBLE;The system shall support an end-to-end Group Communication setup time of less than or equal to 300ms in an uncontended network without presence checking and acknowledgements from Receiver Group Members, measured from the initiation of a Group Communication request on a UE to when the requesting Group Member can start sending voice or data communications.
22468;5.1.2	Performance;The time from when a UE requests to join an ongoing Group Communication to the time that it receives the Group Communication should be less than or equal to 300ms. ;POSSIBLE;The system shall ensure that the time from when a User Equipment (UE) requests to join an ongoing Group Communication to the time that it receives the Group Communication is less than or equal to 300 milliseconds.
22468;5.1.2	Performance;Note: 	The 300 ms indicated in the preceding requirements is based on requirements from ETSI ETR 086 [8] for legacy TETRA mission critical voice systems. It is understood that these requirements are particularly important for half duplex voice communication and other data that is delay sensitive. These requirements may not be met in some cases where the data is delay insensitive e.g., a large document and/or where the type of Group Communication requires acknowledgement(s) from Receiver Group Members before it is allowed to proceed. ;POSSIBLE;The system shall ensure that latency for half-duplex voice communication and other delay-sensitive data does not exceed 300 ms, in accordance with ETSI ETR 086 requirements.
22468;5.1.2	Performance;The end to end delay for media transport for Group Communications should be less than or equal to 150 ms [6, 7]. ;POSSIBLE;The system shall ensure that the end-to-end delay for media transport in Group Communications does not exceed 150 ms.
22468;A.1.3.3	Service Flow 3 – Call start;Oscar initiates a call to the group on his UE. The system sets the call up. Oscar receives an indication that the call is set up, and he may talk, within 300 ms of initiating the call setup. Other group members, irrespective of their location relative to Oscar and irrespective of the number of users who have joined the group, receive an indication that a call is starting within 300 ms of Oscar initiating the call setup.;POSSIBLE;The system shall establish a group call and provide an indication to the initiator and all other group members within 300 ms of the initiation of the call setup.
22837-j00;5.19.3	Service Flows;The 5G system will identify the set of sensing group members that provide the AS with sensor information that are in the proximity of UE(c). The 5G system will strive to synchronously locate 4 or more devices, to be localized within 10cm of accuracy, with accuracy of measurement within 5 ms of synchronization.;POSSIBLE;The system shall achieve a latency of no more than 5ms for synchronizing the location of at least 4 devices in the proximity of UE(c) with an accuracy of 10cm or better.
22837-j00;5.19.3	Service Flows;UE (c) requests to obtain combined sensing results from the AS/sensing group. The sensors must be within proximity and their locations are known with great accuracy (within 10cm in 3D), with accuracy of measurement within 5 ms of synchronization.;POSSIBLE;The system shall provide a response time of less than or equal to 5ms for synchronization between sensors, ensuring accurate combined sensing results within a spatial accuracy of 10cm in 3D space when requested by the UE.
22837-j00;5.19.3	Service Flows;UE (b) is mobile and its position varies. UE (c) must identify its position with sufficient accuracy to interpret the sensing result meaningfully. Since UE (b) is mobile, its position and movements must be tracked to provide accuracy up to 10 cm, with accuracy of measurement within 5 ms of synchronization.;POSSIBLE;The system shall track the position and movement of a mobile User Equipment (UE) with an accuracy of up to 10 cm and a synchronization error of no more than 5 ms.
22837-j00;5.19.3	Service Flows;Later, UE (b) returns to proximity of UE (c). UE (c) identifies that UE (b) has joined the sensing group, including its position within 10 cm, with accuracy of measurement within 5 ms of synchronization.;POSSIBLE;The system shall provide an end-to-end latency of no more than 5 ms for transmitting the position of a joining UE to another UE in the same sensing group, with the receiving UE able to determine the position within 10 cm accuracy.
22837-j00;5.19.6	Potential New Requirements needed to support the use case;[PR 5.19.6-1]	Based on third-party request, the 5G system shall be able to discover a suitable sensing group where sensing transmitters and receivers are within 100m range to be localized within 10cm of accuracy, with accuracy of sensing measurement process within 5 ms of synchronization.;POSSIBLE;The system shall detect a suitable sensing group with sensing transmitters and receivers within a 100m range and provide location accuracy within 10cm and synchronization accuracy within 5ms of the sensing measurement process in response to a third-party request.
22837-j00;5.25.1	Description;To identify multiple users in the room, in the horizontal dimension, the resolution requires to distinguish objects as large as 0.5m. With higher accuracy on distance, each user in the room can be identify with a more accurate location such as 0.2m, the light and audio can target the user better [30]. If the results are accurate but out of date due to the movement of the user, this will also degrade the experience as the cosy zone is lagging the movement of the user. Consider the audio field and lights are adjusted in an area with 1.5m * 1.5m, to avoid the experience deterioration, the service latency should smaller than 0.5m/2m/s, i.e., 250ms. To track the user’s movement, the results need to be refreshed in 250ms, i.e., 4 times per second (4 Hz).;POSSIBLE;The system shall provide location updates for multiple users in a room at a rate of at least 4 Hz and with a latency not exceeding 250ms to ensure timely adjustments of audio fields and lights within a 1.5m * 1.5m area.
22837-j00;5.29.1	Description;As a new way of human-device interface, gesture recognition enables a more intuitive interaction between humans and machines, compared to the conventional text or GUI-based interfaces. Common applications of gesture recognition include touchless control of mobile devices, such as smartphones, laptops, and smart watches. Compared to other use cases, such as sports monitoring or sleep monitoring, gesture recognition requires higher resolution, higher update rate, and lower latency, which makes it more challenging in terms of resource utilization and processing complexity. ;POSSIBLE;The system shall ensure that the end-to-end latency for gesture recognition applications does not exceed 20 ms to provide a real-time and responsive user experience, as specified by the 3GPP standards for human-device interfaces requiring low-latency interactions.
22837-j00;5.32.1	Description;In view of the above, the 5G system shall serve the implementation of a smart factory by means of a reliable data connectivity (e.g., the low-latency and reliable AGV/AMR to command center connection) and positioning of the involved AGV/AMR UE devices. Furthermore, the 5G system sensing services can be utilized to augment the environment awareness by means of detecting and locating the non-connected objects (e.g., obstacles such as trash box, or safety-sensitive objects such as human, etc.).;POSSIBLE;The system shall provide a latency of less than 20 ms for the communication between AGV/AMR UE devices and the command center to ensure reliable data connectivity.
22843-j00;5.2.3		Service Flows;4.	UTM checks with 5G system for required and needed QoS information in predictions/statistics (e.g. end-to-end latency, QoE) along required and possible flight paths.;POSSIBLE;The system shall provide UTM checks on 5G system predictions/statistics within a maximum end-to-end latency of 50 ms as specified in 3GPP TS 22.261 for Ultra-Reliable Low-Latency Communications (URLLC).
22843-j00;5.2.6		Potential New Requirements needed to support the use case;[P.R 5.2.6-001] Based on operator’s policy, the 5G system shall be able to support a method to predict network conditions and QoS (e.g. bitrate, latency, reliability) along a continuous geographic planned flight path of a UAV at specific times of its expected flight duration. ;POSSIBLE;The system shall be able to predict latency along a continuous geographic planned flight path of a UAV at specific times of its expected flight duration based on operator's policy.
22843-j00;5.2.6		Potential New Requirements needed to support the use case;[P.R 5.2.6-002] Based on operator’s policy, the 5G system shall be able to provide UTM with the information about geographic areas where UAV service requirements could or could not be met based on predicted network conditions and QoS (e.g. bitrate, latency, reliability).;POSSIBLE;The system shall provide the Unmanned Aerial Vehicle Traffic Management (UTM) entity with geographic area information indicating where unmanned aerial vehicle (UAV) service requirements can or cannot be met due to predicted network conditions and Quality of Service (QoS), including latency.
22843-j00;5.4.5		Existing features partly or fully covering the use case functionality;[R-5.2.1-002] The 3GPP system shall be able to deliver route modification information received from a UTM to a UAS with a latency of less than 500ms.;POSSIBLE;The system shall be able to deliver route modification information received from a UTM to a UAS within 500ms.
22843-j00;5.4.5		Existing features partly or fully covering the use case functionality;[R-5.2.1-003] The 3GPP system shall be able to deliver the notifications received from a UTM to a UAV controller with a latency of less than 500ms.;POSSIBLE;The system shall be able to deliver notifications received from a UTM to a UAV controller within a latency of less than 500ms.
22843-j00;5.6.6		Potential New Requirements needed to support the use case;[P.R 5.6.6-001] Based on operator’s policy, the 5G system shall be able to provide a method to monitor and provide a 3rd party with information about network conditions and QoS (e.g. bitrate, latency, reliability) along a UAV flight path.;POSSIBLE;The system shall provide an interface for third-party monitoring of network conditions and Quality of Service parameters, including latency, along a UAV flight path, in accordance with the operator's policy.
22843-j00;5.8.1		Description;In such scenario, when there is available coverage from both NWs, SafeSky can configure their UAVs to transfer C2 traffic with a local UAV-Controller (UAV-C) via the ad-hoc PLMN1/NPN (most suitable for low volume/data rate, but very stringent real-time latency and reliability), while less critical user data is exchanged with the UAV Supplier Service (USS) and UTM via the wide-area PLMN2 coverage. This is illustrated, at high level, in Figure 5.8.1-1, where PLMN1/NPN is the local NW and PLMN2 is the wide area network.;POSSIBLE;The system shall ensure that the latency of C2 traffic transferred between a UAV and a local UAV-Controller via ad-hoc PLMN1/NPN does not exceed the maximum latency limit specified in 3GPP standards for real-time communication, specifically [insert relevant standard reference].
22851-j00;5.5.5	Existing Features partly or fully covering Use Case Functionality;User plane should be more efficient for 5G to support differentiated requirements. On one hand, a Service Hosting Environment located inside of operator's network can offer Hosted Services closer to the end user to meet localization requirement like low latency, low bandwidth pressure. These Hosted Services contain applications provided by operators and/or trusted 3rd parties. On the other hand, user plane paths can be selected or changed to improve the user experience or reduce the bandwidth pressure, when a UE or application changes location during an active communication.;POSSIBLE;The system shall provide a Service Hosting Environment that enables Hosted Services with a latency of less than 10 ms for applications requiring low latency, as measured from the User Equipment (UE) to the service hosting environment.
22856-j00;4	Overview;-	Support for synchronization of different data streams and predicted network conditions (especially latency) to enable immersive remote collaboration despite significant distance and therefore communication delay between participants (see 5.9).;POSSIBLE;The system shall support synchronization of different data streams in a manner that compensates for predicted network latency, enabling immersive remote collaboration across large distances with end-to-end latency not exceeding the threshold specified in 3GPP standards, typically less than or equal to 20 ms for real-time services.
22856-j00;5.2.5	Existing features partly or fully covering the use case functionality;The QoS framework of 5G system supports low latency, high reliability or high data rate transmission of data traffic.;POSSIBLE;The system shall support transmission of data traffic with latency as specified in 3GPP standards for low-latency services, ensuring high-priority data is delivered within the required timeframe.
22856-j00;5.8.6	Potential New Requirements needed to support the use case;[PR 5.8.6-1] The 5G system shall provide the capability of reducing the differences between different mobile metaverse services communication performance for a given UE to prevent inconsistency of experience due to XR media with divergent or conflicting characteristics, e.g., resolution, latency or packet loss.;POSSIBLE;The system shall reduce differences in latency between different mobile metaverse services for a given User Equipment (UE) to ensure consistency of user experience across XR media with varying characteristics.
22856-j00;5.9.1 	Description;The distance between the users, e.g., the distance between USA and China is around 11640 Km, determines minimum communication latency, e.g., 11640/c = 38 msec. This latency might also be higher due to different causes such as, e.g., hardware processing. This latency might also be variable due to multiple reasons, such as, e.g., congestion or delays introduced by (variable processing time of) hardware components such as sensors or rendering devices. Since this value maybe too high and variable for a truly immersive joint location agnostic metaverse service experience, each of the deployed avatars includes one or more predictive models of the person it represents and that allow rendering in the local edge server a synchronized predicted (current) digital representation (i.e. avatar) of the remote users. Similar techniques have been proposed for example in [28]. ;POSSIBLE;The system shall ensure that the end-to-end latency for real-time communication between users in a metaverse service does not exceed 38 milliseconds, taking into account the geographical distance between them and potential additional delays introduced by hardware processing or network congestion.
22856-j00;5.9.1 	Description;Figure 5.9.1-1 shows an exemplary scenario in which a MECS at location 3 (USA) runs the predictive models of remote users (Yong and Lukas) and takes as input the received sensed data from all users (Yong, Lukas, and Bob) as well as the current end-to-end communication parameters (e.g., latency) and generates a synchronized predicted (current) avatar digital representation (i.e. avatar) of the users to be rendered in local rendering devices of Bob. A particular example of such scenario might be about gaming: Yong, Lukas, and Bob are playing baseball in an immersive mobile metaverse activity , and it is Yong’s turn to hit the ball that is going to be thrown by Lukas. If Yong hits the ball, then Bob can continue running since Yong and Bob are playing in the same team. In this example, the digital representation (e.g. avatar) predictive models of Lukas and Yong (deployed at the MECS close to Bob) will allow creating a combined synchronized prediction at Location 3 of Lukas throwing the ball and Yong reacting to the ball and hitting the ball so that Bob can start running without delays and can enjoy a great immersive mobile metaverse experience. ;POSSIBLE;The system shall ensure that the latency between the MECS receiving sensed data from users and generating the synchronized predicted avatar digital representation is low enough to allow for real-time rendering of the avatars in local rendering devices, enabling an immersive mobile metaverse experience with minimal delays.
22856-j00;5.9.3	Service Flows;3. 	Each of the edge computing servers applies the incoming data stream representing each of the far located users to the corresponding digital representation (e.g. avatar) predictive models – taking into account the current communication parameters/performance, e.g., latency – to create a combined, synchronized, and current digital representation of the remote users that is provided as input to rendering devices in the local environment.;POSSIBLE;The system shall ensure that the processing delay for updating the digital representation of remote users does not exceed 20 ms (one-way) from the time the data stream representing each user is received at the edge computing server, in order to maintain a synchronized and current digital representation.
22856-j00;5.9.5	Existing features partly or fully covering the use case functionality;“Based on operator policy, 5G system shall be able to provide means to predict and expose predicted network condition changes (i.e. bitrate, latency, reliability) per UE, to an authorized third party.” ;POSSIBLE;The system shall provide a mechanism to expose predicted latency conditions for each User Equipment (UE) to authorized third parties based on operator policy.
22856-j00;5.9.6	Potential New Requirements needed to support the use case;[PR 5.9.6.2] the 5G system shall provide a means to expose predicted network conditions, in particular, latency, between remote users.;POSSIBLE;The system shall provide a mechanism to expose predicted network latency between remote users.
22856-j00;5.10.1	Description;Mobile metaverse Physician Consultation. With the outbreak of COVID, virtual consultation through audio and video conference calls has gained considerable momentum. Mobile metaverse services enabled by tactile sensors along with video and audio media can provide a rich and successful experience to both physician and patient. The ability to perform mobile metaverse service consultation without the need for the doctors and patient to be physically co-located is an extremely efficient prospect. Doctors can potentially use mobile metaverse services to examine and interact with representations of aspects and views of the patient, and benefit from a plethora of medical advice database as shown in Figure-5.10.1-1.c. 5G communication is one the key factors to enable mobile metaverse service based physician consolation. Doctors and patients both need high throughput, ultra-reliable and low latency 5G communication for these services to succeed. [30, 32]. ;POSSIBLE;The system shall provide a round-trip latency of less than or equal to 20 ms for the Mobile Metaverse Physician Consultation service to ensure an immersive and interactive experience for both physicians and patients.
22856-j00;5.12.1	Description;For smooth experience, the motion-to-photon latency should be less than 20ms [48]. The motion-to-photon latency requires that the latency between the moment that players do one movement and the corresponding new videos shown in VR glasses and tactile from vibrating backpacks or haptic gloves should be less than 20ms. As the asynchrony between different modalities increases, users’ experience will decrease because uses are able to detect asynchronies. Therefore, the synchronisation among audio, visual and tactile is also very important. The synchronisation thresholds regarding audio, visual and tactile modalities measured by Hirsh and Sherrick are described as follows [49]. The obtained results vary, depending on the kind of stimuli, biasing effects of stimulus range, the psychometric methods employed, etc.;POSSIBLE;The system shall ensure that the motion-to-photon latency between user movement and corresponding visual, audio, or tactile feedback is less than 20ms to maintain a smooth experience for users of VR glasses, vibrating backpacks, or haptic gloves.
22856-j00;5.12.1	Description;-	visual-tactile stimuli: 30 ms when the video comes first and 20 ms when the tactile comes first to be perceived as being synchronous.;POSSIBLE;The system shall ensure that visual-tactile stimuli have a latency of 30 ms or less when the video stimulus is presented first, and 20 ms or less when the tactile stimulus is presented first, in order to be perceived as being synchronous.
22856-j00;5.12.3	Service Flows;When someone or something touches Alice’s virtual human (e.g. Alice's virtual human's hand or back touches some virtual object or human in the mobile metaverse service), Alice can see the object and feel the temperature and weight of the object at the same time. For example, when a virtual leaf falls on the hand of Alice’s virtual human, Alice should see the leaf fall on her hand and sense the presence of a leaf at the same time. It means that the tactile impression from haptic gloves should come within 30ms after the video in VR glasses (assuming the video media precedes the haptic media.) Or, the video in VR glasses should come within 20ms if the tactile impression resulting from tactile media presented by the haptic gloves, if the tactile media precedes the video media.;POSSIBLE;The system shall ensure that when a virtual object interacts with Alice's virtual human, the latency between the visual rendering of the interaction and the corresponding haptic feedback is within 30ms if the video media precedes the haptic media, or within 20ms if the tactile media precedes the video media.
22856-j00;5.12.6	Potential New Requirements needed to support the use case	;[PR 5.12.6-2]	The 5G system shall provide means to achieve low end-to-end round-trip latency (e.g., [20ms]).;POSSIBLE;The system shall provide means to achieve an end-to-end round-trip latency of no more than 20ms.
22856-j00;5.22.2	Pre-conditions;3) Enough computing resources can be provided to the mobile metaverse live concert service and the 5G network is capable of providing sufficiently high throughput and low latency network transmission. ;POSSIBLE;The system shall ensure that the end-to-end latency for the mobile metaverse live concert service does not exceed 20 ms, as specified in 3GPP TS 22.261, to provide an immersive user experience with real-time video and audio synchronization.
22856-j00;5.23.1	Description;In mobile metaverse, spatial-temporal consistency for single user could mean, for example, dropping a virtual pen and seeing this pen fall subsequently. While for multiple players, this consistency could mean, for example, that one person cuts down a tree and other people see the tree falling down. This user experience requires the motion-to-photon latency in the range of 7 ms to 15ms [5] at least for a single user viewing the consequence of her own actions. Immersive VR requires the delivery of massive amount of data (in the order of Gigabyte) at ultra-low latency (less than 20 ms) [54].;POSSIBLE;The system shall provide motion-to-photon latency in the range of 7 ms to 15ms for a single user viewing the consequence of her own actions in mobile metaverse applications.
22856-j00;5.23.2	Pre-conditions;There are about 12,000 players sign up for a popular game and appear simultaneously in a specific setting, such as Eve Online in 2021. Due to the limitations of the existing server processing, it is not possible to support such a large number of high concurrency, so the network and application server need to cooperate to support the distribution of visitors to other servers while ensuring low latency requirement by XR applications.;POSSIBLE;The system shall ensure that the latency for XR applications does not exceed the threshold defined in 3GPP standards (e.g., 5G NR), even when distributing a large number of concurrent users (up to 12,000) across multiple servers.
22856-j00;5.23.3	Service Flows;3. According to the cooperation agreement with application, 5G network will expose information to service providers, including the physical location and network delay of specific terminals or a group of terminals. The network delay includes the delay inside 5G system (UE to PSA UPF) and the latency information between PSA UPF and some potential servers.;POSSIBLE;The system shall provide an interface for exposing network delay information to service providers, including the one-way latency between UE and PSA UPF and the round-trip latency between PSA UPF and external servers.
22856-j00;5.23.3	Service Flows;5. The content information will be synchronized to the new server in real time. 5G network should support the ultra-low latency data transmission, potentially among multiple operators.;POSSIBLE;The system shall synchronize content information to a new server with an end-to-end latency of less than or equal to 20 ms as specified in 3GPP TS 22.261 for ultra-low latency communication over 5G networks.
22856-j00;5.25.1	Description;In case of converged or hybrid network architecture, a single mobile metaverse user can access mobile metaverse services via 5GS using both 3GPP and non-3GPP accesses simultaneously. In such scenario, the metaverse traffic would need to be synchronized as it may be subject to varying latencies when routed over both 3GPP and non-3GPP access. Alternatively, a single mobile metaverse service can be accessed by multiple users across multiple access networks from a network operator.;POSSIBLE;The system shall ensure that the latency difference between 3GPP and non-3GPP accesses for a single mobile metaverse user does not exceed the maximum allowed value as specified in 3GPP standards, to prevent desynchronization of metaverse traffic.
22856-j00;5.25.6	Potential New Requirements;[P.R.-5.25.6-1] Subject to operator policy and user consent, 5G system shall be able to provide means to expose network performance information (e.g., bitrate, latency) to an authorized 3rd party metaverse application.;POSSIBLE;The system shall provide means to expose latency information to an authorized 3rd party metaverse application within the bounds of operator policy and user consent.
22865-j00;5.5.5	Existing features partly or fully covering use case functionality;The 5G system with satellite access shall support the use of satellite links between the radio access network and core network, by enhancing the 3GPP system to handle the latencies introduced by satellite backhaul.;POSSIBLE;The system shall be capable of handling latency introduced by satellite backhaul in the range of 600 ms to 2400 ms for two-way communication between the radio access network and core network when using satellite links, as defined in 3GPP standards.
22865-j00;5.5.6	Potential New Requirements needed to support the use case;[PR 5.5.6-001] Subject to regulatory requirements and operator’s policies, the 5G system with satellite access shall be able to support an efficient communication path and resource utilization for a UE using only satellites access, e.g. to minimize the latencies introduced by satellite links involved.;POSSIBLE;The system shall ensure that the one-way latency of user plane data does not exceed 400 ms when a UE is connected via satellite access link.
22865-j00;5.12.3	Service Flows;4. After receiving the positioning service request, the 5G network detects an error that the negotiated location delivery latency cannot be guaranteed. Then, it provides a lower position accuracy to ensure latency.;POSSIBLE;The system shall reduce its positioning accuracy if the negotiated location delivery latency cannot be guaranteed after receiving a positioning service request.
22865-j00;5.12.5	Existing features partly or fully covering use case functionality;Location Delivery Latency (Time to First Fix) is set at a maximum of 30 seconds from the time the user initiates an emergency service call to the time it is available at the location information center.;POSSIBLE;The system shall provide Location Delivery latency (Time to First Fix) within 30 seconds from the initiation of an emergency service call to the availability of the location information at the location information center.
22865-j00;5.15.3	Service Flows;UAM vehicle B keeps gathering the movement information of vehicle A even after it moves out of Ter-OP network coverage. Since the information exchange between UAM vehicles should be performed in real time (with very low latency), the vehicles communicate with each other via satellite directly without going through the ground network.;POSSIBLE;The system shall provide end-to-end latency of less than 20 ms for direct satellite communication between UAM vehicles to enable real-time information exchange.
22876-j00;5.1.3	Service Flows;The E2E service latency (including image recognition latency and intermediate data transmission latency) is 1 second. ;POSSIBLE;The system shall ensure that the end-to-end (E2E) service latency, encompassing both image recognition processing time and intermediate data transmission delay, does not exceed 1 second.
22876-j00;5.1.3	Service Flows;Then UE-A established the sidelink (direct device connection) to UE-B. During the sidelink establishment, the UE-B also gets the information of the total service latency (including the image recognition latency and intermediate data transmission latency) and the processing time consumed by UE-A for computing layer 1-4.;POSSIBLE;The system shall provide the total service latency and processing time consumed by UE-A to UE-B within the sidelink establishment procedure, as specified in 3GPP standards.
22876-j00;5.1.3	Service Flows;	Since the UE-B has acquired the E2E service latency and the processing time consumed by UE-A, and also it knows its own processing time for computing layer 5-15, the UE-B can determine the QoS parameters applied to both Uu and Sidelink while keeping the E2E service latency same as the E2E service latency described in step-1. ;POSSIBLE;The system shall calculate and apply the QoS parameters for both Uu and Sidelink interfaces such that the end-to-end (E2E) service latency is maintained within the target value specified in step-1, taking into account the processing times of UE-A and UE-B.
22876-j00;5.1.3	Service Flows;UE-A continues to perform image recognition by leveraging sidelink and UE-B’s computation capacity while the source and destination IP address and the E2E service latency for the image recognition service is unchanged.;POSSIBLE;The system shall ensure that the end-to-end (E2E) service latency for the image recognition service remains unchanged when UE-A leverages sidelink and UE-B's computation capacity, regardless of the source and destination IP address.
22876-j00;5.1.6.1	Potential Functionality Requirements;[P.R.5.1.6-001] The 5G system shall be able to support the means to modify the communication QoS ensuring the end-to-end latency can be satisfied when a relay UE is involved for a proximity-based work task offloading.;POSSIBLE;The system shall ensure that end-to-end latency requirements are met when a relay UE is involved in a proximity-based work task offloading, by providing means to modify communication Quality of Service (QoS).
22876-j00;5.2.1	Description;The robot control is not executed on a distant server in the cloud because reliability and confidentiality were not ensured at a sufficient level. Furthermore, as stated in [14], the overall end-to-end latency is not always guaranteed which can cause production loss. Communications between robots can rely on private wireless networks in the factory that enable expected QoS (reliability, throughput, and latency) as well as confidentiality.;POSSIBLE;The system shall ensure an end-to-end latency for robot control communications that meets the Quality of Service (QoS) requirements to prevent production loss, as specified by 3GPP standards for private wireless networks in a factory setting.
22876-j00;5.2.1	Description;The autonomous robot’s skills rely on several AI/ML models running on the robot itself which has the inconvenience that the mobile robot’s battery drain quicker. To overcome this issue, when the battery level reaches a certain value, a part of the AI/ML model can be transferred to a service hosting environment and / or to another robot by splitting the AI/ML model as defined in [20]. The split model approach of [20] is applicable to a UE-to-UE (or robot-to-robot) architecture. Thus, the AI/ML model M is split and shared between (e.g.) 2 robots, say an assisted robot and an assistant robot. Intermediate data generated by the assisted robot are transferred to the assisting robot which finalizes the inference and transmits the results back to the assisted robot. This intermediate data transfer must be extremely efficient in terms of latency and throughput. When many models are at stake, the split model method is an additional challenge for the 5GS in terms of throughput, latency and synchronization.;POSSIBLE;The system shall ensure that the round-trip time (RTT) for transferring intermediate data between robots does not exceed 10 ms as specified in 3GPP TS 22.261 for Ultra-Reliable Low-Latency Communications (URLLC) use cases.
22876-j00;5.2.1	Description;Brobot negotiates with Crobot and the service hosting environment what parts of M1 and M2 respectively for the inference process they are in charge of, knowing that the quality of the prediction must not be under a certain level and that the end-to-end latency must not be above a certain value. M1 model is split between Brobot and the service hosting environment. M2 model is split between Brobot and Crobot.;POSSIBLE;The system shall ensure that the end-to-end latency for inference processing does not exceed 50 ms as specified in 3GPP TS 23.501, clause 5.24.
